isFall,AccX(g)1,ΔAccX1,AccY(g)1,ΔAccY1,AccZ(g)1,ΔAccZ1,GyrX(d/s)1,ΔGyrX1,GyrY(d/s)1,ΔGyrY1,GyrZ(d/s)1,ΔGyrZ1,AccX(g)2,ΔAccX2,AccY(g)2,ΔAccY2,AccZ(g)2,ΔAccZ2,GyrX(d/s)2,ΔGyrX2,GyrY(d/s)2,ΔGyrY2,GyrZ(d/s)2,ΔGyrZ2,AccX(g)3,ΔAccX3,AccY(g)3,ΔAccY3,AccZ(g)3,ΔAccZ3,GyrX(d/s)3,ΔGyrX3,GyrY(d/s)3,ΔGyrY3,GyrZ(d/s)3,ΔGyrZ3,AccX(g)4,ΔAccX4,AccY(g)4,ΔAccY4,AccZ(g)4,ΔAccZ4,GyrX(d/s)4,ΔGyrX4,GyrY(d/s)4,ΔGyrY4,GyrZ(d/s)4,ΔGyrZ4,AccX(g)5,ΔAccX5,AccY(g)5,ΔAccY5,AccZ(g)5,ΔAccZ5,GyrX(d/s)5,ΔGyrX5,GyrY(d/s)5,ΔGyrY5,GyrZ(d/s)5,ΔGyrZ5
0,31.39,-38.0,31.25,-3.0,31.75,-15.0,3907.32,-16.0,176.83,-29.0,3979.09,-22.0,31.5,-1.0,31.69,50.0,31.78,1.0,3906.34,0.0,42.99,-113.0,15.67,14.0,31.32,-14.0,31.01,-14.0,31.93,-15.0,3906.34,0.0,3843.78,81.0,3952.38,6.0,31.46,52.0,31.11,-4.0,31.83,-278.0,3907.32,0.0,51.89,97.0,3977.8,68.0,31.39,-7.0,31.32,5.0,31.84,-16.0,3905.37,0.0,22.99,3.0,7.68,3.0
0,31.58,2.0,31.05,14.0,31.53,0.0,3902.44,0.0,6.77,19.0,6.46,-5.0,31.76,30.0,31.03,31.0,31.43,28.0,3904.39,-32.0,3987.2,17.0,12.13,6.0,31.98,-1.0,31.1,23.0,31.45,-1.0,3902.44,0.0,46.28,0.0,32.44,4.0,0.09,-13.0,31.19,-1.0,31.55,25.0,3902.44,-16.0,53.78,24.0,45.73,-6.0,0.11,2.0,31.22,28.0,31.54,37.0,3899.51,32.0,96.46,-74.0,50.0,-12.0
1,0.95,16.0,31.6,-3.0,31.79,4.0,3922.93,-32.0,3995.49,6.0,1.89,-4.0,0.95,-8.0,31.63,-3.0,31.8,12.0,3920.98,0.0,3.66,-1.0,3.96,1.0,0.95,-15.0,31.63,-3.0,31.8,-23.0,3923.9,-16.0,0.0,5.0,4.33,-1.0,0.95,-6.0,31.63,4.0,31.79,-7.0,3921.95,32.0,3995.55,2.0,0.55,-3.0,0.95,-2.0,31.61,17.0,31.81,-1.0,3923.9,0.0,3995.06,4.0,3.35,-6.0
1,0.92,3.0,31.5,16.0,31.89,-28.0,3910.24,0.0,7.68,1.0,3988.29,-3.0,0.9,25.0,31.68,-140.0,31.91,32.0,3910.24,0.0,6.65,-7.0,3987.62,-6.0,1.03,7.0,31.68,4.0,31.9,-1.0,3910.24,16.0,14.15,0.0,3985.3,-3.0,0.99,7.0,31.74,1.0,31.87,1.0,3910.24,-16.0,5.0,1.0,3992.99,2.0,1.01,-19.0,31.74,-16.0,31.85,14.0,3911.22,-32.0,3995.06,0.0,3995.67,6.0
0,31.49,16.0,31.23,-1.0,31.65,-20.0,3903.41,-32.0,22.13,-1.0,71.16,2.0,31.49,3.0,31.15,4.0,31.69,14.0,3901.46,16.0,44.63,0.0,93.84,1.0,31.47,-11.0,31.21,-13.0,31.72,3.0,3902.44,0.0,43.9,-2.0,78.48,-12.0,31.41,0.0,31.18,-5.0,31.69,-11.0,3900.49,32.0,31.83,-8.0,42.2,-2.0,31.45,3.0,31.16,8.0,31.67,0.0,3900.49,32.0,29.09,1.0,33.6,2.0
0,0.68,0.0,31.62,2.0,0.55,-11.0,3904.39,16.0,48.66,-5.0,3994.15,0.0,0.67,-21.0,31.65,1.0,0.58,4.0,3905.37,0.0,33.54,-10.0,3.35,-1.0,0.65,9.0,31.69,-6.0,0.59,-8.0,3905.37,-16.0,14.15,-5.0,2.01,3.0,0.66,-1.0,31.72,-2.0,0.63,-16.0,3903.41,32.0,4.63,0.0,1.28,1.0,0.64,-7.0,31.69,3.0,0.6,22.0,3905.37,-16.0,3975.24,-32.0,19.33,9.0
1,31.88,0.0,31.39,-22.0,0.31,15.0,3895.61,16.0,3956.34,-16.0,3980.67,-2.0,31.83,3.0,31.14,-15.0,0.21,16.0,3894.63,0.0,3885.0,1.0,3949.88,-7.0,31.74,-11.0,30.78,-31.0,0.04,12.0,3893.66,32.0,3875.98,6.0,3925.85,-13.0,31.75,-19.0,30.87,37.0,31.89,25.0,3894.63,0.0,3893.78,19.0,3908.84,4.0,31.78,-25.0,31.06,-11.0,31.76,-31.0,3895.61,-32.0,3879.51,6.0,3900.91,9.0
1,0.92,3.0,31.5,78.0,31.8,32.0,3924.88,16.0,24.57,31.0,33.78,-3.0,0.97,11.0,31.6,18.0,31.83,7.0,3927.8,48.0,23.78,0.0,54.51,12.0,0.96,-11.0,31.63,5.0,31.94,32.0,3927.8,-32.0,37.62,4.0,79.33,16.0,0.99,-4.0,31.7,3.0,0.09,-29.0,3928.78,-64.0,51.52,2.0,119.21,19.0,0.74,-20.0,31.74,-3.0,0.24,13.0,3925.85,32.0,64.63,14.0,189.33,28.0
1,31.77,-6.0,31.12,-24.0,0.38,-20.0,3892.68,48.0,3906.16,-11.0,3931.46,4.0,31.71,23.0,30.94,-20.0,0.07,-9.0,3895.61,-32.0,3882.07,-23.0,3917.87,-2.0,0.56,-2.0,30.93,-18.0,31.53,-22.0,3892.68,0.0,3866.22,42.0,3977.01,10.0,32.0,-25.0,31.25,9.0,31.7,26.0,3892.68,48.0,53.35,58.0,3981.22,-25.0,0.04,25.0,31.42,-31.0,0.4,-51.0,3893.66,32.0,173.48,23.0,3898.6,-8.0
0,31.41,19.0,31.37,-22.0,31.29,22.0,3903.41,-16.0,3981.71,15.0,3989.51,-7.0,31.47,-1.0,31.42,-22.0,31.33,-9.0,3902.44,32.0,3986.16,8.0,3983.96,-1.0,31.49,13.0,31.31,-1.0,31.41,11.0,3904.39,0.0,39.94,10.0,3979.88,-13.0,31.54,16.0,31.33,-5.0,31.4,-4.0,3902.44,32.0,15.67,-7.0,3949.76,2.0,31.5,-6.0,31.15,-11.0,31.6,-15.0,3902.44,32.0,58.9,31.0,3938.84,-5.0
0,31.87,-9.0,30.78,0.0,0.14,19.0,3905.37,-48.0,48.9,30.0,3949.82,-14.0,31.98,-26.0,31.13,90.0,0.15,37.0,3904.39,0.0,70.49,-9.0,3974.57,-5.0,31.91,4.0,30.79,13.0,31.92,-10.0,3904.39,-16.0,3993.17,26.0,3948.66,8.0,31.81,-6.0,31.18,-14.0,31.96,-65428.0,3903.41,0.0,3901.28,-40.0,3926.89,-17.0,31.69,4.0,31.21,-95.0,0.4,-34.0,3904.39,-32.0,55.67,-131.0,3981.77,-6.0
1,0.09,2.0,30.93,16.0,31.98,-29.0,3894.63,16.0,3968.17,12.0,3951.04,-4.0,0.13,2.0,30.66,23.0,31.84,-13.0,3895.61,0.0,3956.71,42.0,3955.06,21.0,0.11,-11.0,31.01,-1.0,31.84,0.0,3894.63,16.0,3979.27,-15.0,3972.07,2.0,0.01,5.0,31.11,-4.0,31.84,4.0,3897.56,0.0,41.1,-13.0,3991.1,0.0,31.99,1.0,31.11,10.0,31.89,-9.0,3896.59,-32.0,8.35,-1.0,3967.26,-15.0
0,31.37,18.0,31.39,-10.0,31.38,-21.0,3902.44,0.0,3983.48,-24.0,3951.71,0.0,31.4,-10.0,31.31,3.0,31.39,-11.0,3902.44,0.0,3978.9,-4.0,3967.2,4.0,31.43,4.0,31.26,10.0,31.45,-4.0,3902.44,0.0,3986.1,-1.0,3979.76,3.0,31.45,3.0,31.17,16.0,31.49,-5.0,3900.49,32.0,3991.28,1.0,3992.01,5.0,31.52,6.0,31.21,-2.0,31.54,-21.0,3902.44,0.0,3983.78,14.0,8.66,5.0
1,0.94,-12.0,31.61,27.0,0.1,-35.0,3927.8,-16.0,7.93,-12.0,3984.39,7.0,0.94,37.0,31.54,-13.0,0.03,-28.0,3927.8,0.0,3970.18,5.0,3984.51,-17.0,0.98,-8.0,31.49,15.0,0.05,1.0,3926.83,16.0,3967.87,20.0,12.56,12.0,0.99,0.0,31.6,2.0,0.01,65521.0,3926.83,0.0,3984.21,16.0,13.96,8.0,0.92,-15.0,31.64,24.0,0.08,-12.0,3927.8,0.0,8.17,1.0,8.66,-3.0
1,1.02,-12.0,31.76,4.0,31.93,8.0,3916.1,-16.0,3989.21,-3.0,3988.41,-3.0,1.02,-13.0,31.76,-5.0,31.9,-14.0,3916.1,0.0,3986.71,0.0,3993.9,1.0,0.99,-6.0,31.74,2.0,31.89,-16.0,3916.1,0.0,3994.7,3.0,3994.21,-3.0,1.0,10.0,31.76,-17.0,31.88,-31.0,3914.15,32.0,3.66,3.0,3991.59,4.0,1.0,15.0,31.77,4.0,31.89,0.0,3914.15,0.0,2.99,-1.0,3991.65,0.0
0,31.43,-5.0,31.2,-51.0,31.93,24.0,3902.44,-32.0,3879.7,-86.0,3959.7,-35.0,31.58,-59.0,30.86,1.0,31.8,1.0,3902.44,-16.0,3909.51,60.0,3943.29,-4.0,31.41,10.0,31.15,5.0,31.66,31.0,3903.41,-16.0,3947.26,-47.0,3965.55,-2.0,0.0,65532.0,31.05,-1.0,31.71,-26.0,3901.46,16.0,3923.23,-16.0,3929.94,10.0,31.67,-19.0,31.2,-9.0,31.29,19.0,3902.44,-32.0,48.05,-7.0,10.43,20.0
0,31.38,17.0,31.47,37.0,0.28,8.0,3905.37,0.0,3785.67,-44.0,3990.18,-25.0,31.47,-4.0,30.87,13.0,0.06,1.0,3907.32,-32.0,3864.02,24.0,3951.83,7.0,31.57,14.0,31.1,-18.0,0.06,14.0,3907.32,-32.0,3968.35,8.0,3972.2,0.0,31.6,-12.0,31.2,-62.0,0.11,-63.0,3906.34,32.0,73.23,54.0,16.59,13.0,31.52,7.0,31.01,-15.0,0.23,35.0,3904.39,32.0,0.61,51.0,26.04,1.0
1,0.94,-12.0,31.61,27.0,0.1,-35.0,3927.8,-16.0,7.93,-12.0,3984.39,7.0,0.94,37.0,31.54,-13.0,0.03,-28.0,3927.8,0.0,3970.18,5.0,3984.51,-17.0,0.98,-8.0,31.49,15.0,0.05,1.0,3926.83,16.0,3967.87,20.0,12.56,12.0,0.99,0.0,31.6,2.0,0.01,65521.0,3926.83,0.0,3984.21,16.0,13.96,8.0,0.92,-15.0,31.64,24.0,0.08,-12.0,3927.8,0.0,8.17,1.0,8.66,-3.0
0,31.03,27.0,31.32,24.0,31.99,-6.0,3906.34,0.0,184.21,51.0,70.85,-5.0,30.86,-7.0,31.89,-3.0,31.68,15.0,3904.39,0.0,27.93,-97.0,2.13,-5.0,30.95,-5.0,31.79,-7.0,31.83,4.0,3904.39,16.0,3873.9,13.0,0.24,65531.0,31.19,6.0,31.92,-5.0,31.89,-19.0,3907.32,0.0,3991.16,11.0,3981.46,7.0,31.26,-16.0,31.64,-18.0,31.88,3.0,3905.37,16.0,3977.13,9.0,9.94,-1.0
1,0.94,-7.0,31.64,-11.0,0.02,-19.0,3922.93,-16.0,7.07,-33.0,3990.37,-26.0,0.96,-19.0,31.61,10.0,31.96,-8.0,3921.95,0.0,1.59,-3.0,3989.63,6.0,1.0,-41.0,31.63,21.0,31.95,-4.0,3920.98,-32.0,3992.44,-4.0,3992.2,-1.0,0.98,-15.0,31.63,4.0,31.95,11.0,3919.02,0.0,3983.05,-5.0,3993.66,3.0,1.0,-13.0,31.62,-3.0,31.91,-3.0,3918.05,32.0,3990.91,1.0,7.44,0.0
1,31.97,10.0,31.2,11.0,0.57,-17.0,3897.56,-32.0,3985.79,-9.0,3970.55,-2.0,0.1,5.0,31.26,-4.0,0.45,-3.0,3896.59,0.0,3935.18,-12.0,3967.5,2.0,0.13,10.0,31.12,-29.0,0.44,27.0,3897.56,-32.0,3955.0,-5.0,3977.62,-12.0,31.95,8.0,31.17,26.0,0.33,1.0,3896.59,0.0,15.12,-5.0,3970.67,8.0,31.87,-3.0,30.71,-14.0,0.44,-38.0,3895.61,32.0,3939.88,38.0,3972.93,3.0
0,0.5,-30.0,31.11,-39.0,31.68,8.0,3902.44,32.0,3641.89,22.0,21.28,34.0,0.32,-14.0,31.05,-5.0,31.87,5.0,3902.44,32.0,47.56,50.0,1.04,-6.0,0.43,30.0,31.11,-11.0,31.91,1.0,3899.51,32.0,113.41,-22.0,3991.59,4.0,0.46,8.0,31.24,-28.0,0.07,15.0,3901.46,0.0,137.68,-66.0,3988.72,7.0,0.41,2.0,31.13,-8.0,0.37,15.0,3902.44,0.0,83.17,51.0,3991.59,-1.0
1,0.09,-11.0,31.67,-8.0,0.2,18.0,3899.51,-32.0,3900.61,-38.0,3928.23,-9.0,31.65,-9.0,31.24,2.0,31.95,-27.0,3897.56,-16.0,3864.57,25.0,3858.84,-26.0,31.06,-30.0,31.05,19.0,31.63,-24.0,3898.54,0.0,3830.24,10.0,3799.82,-9.0,30.34,-33.0,31.53,7.0,30.91,-69.0,3898.54,-16.0,3552.07,-131.0,3823.11,15.0,30.97,54.0,31.74,16.0,31.6,9.0,3898.54,-16.0,102.26,96.0,3884.82,35.0
1,0.96,2.0,31.65,-6.0,31.71,24.0,3925.85,16.0,3993.48,-2.0,3.11,-1.0,0.96,16.0,31.64,-19.0,31.72,-12.0,3925.85,0.0,3990.3,-3.0,1.1,-1.0,0.98,4.0,31.64,-14.0,31.7,13.0,3926.83,-16.0,3994.7,3.0,5.0,3.0,0.96,-3.0,31.64,-6.0,31.71,-1.0,3928.78,-32.0,2.74,0.0,8.96,1.0,0.96,4.0,31.64,2.0,31.73,-36.0,3927.8,-16.0,6.89,3.0,11.04,6.0
0,31.93,8.0,31.08,-5.0,31.49,11.0,3902.44,0.0,1.52,-1.0,3992.2,-1.0,31.94,11.0,31.07,-6.0,31.48,8.0,3903.41,16.0,3994.15,2.0,0.55,1.0,31.95,9.0,31.06,-7.0,31.53,-4.0,3905.37,-48.0,3995.18,4.0,2.2,-6.0,31.96,-1.0,31.05,4.0,31.52,-12.0,3904.39,-32.0,3995.91,-1.0,0.43,-3.0,31.94,-1.0,31.08,2.0,31.52,-11.0,3902.44,0.0,1.16,0.0,3993.96,1.0
1,0.98,13.0,31.75,2.0,31.97,-3.0,3909.27,0.0,3988.66,1.0,3993.78,-2.0,1.0,1.0,31.74,2.0,31.99,-65516.0,3911.22,-16.0,3993.17,-3.0,3991.46,1.0,0.99,8.0,31.75,-4.0,31.97,5.0,3908.29,32.0,3994.09,5.0,3989.15,4.0,1.02,-14.0,31.73,5.0,31.92,-5.0,3912.2,-32.0,3995.79,2.0,3991.28,-3.0,1.01,7.0,31.73,3.0,31.89,13.0,3912.2,-64.0,1.46,3.0,0.55,-2.0
1,0.1,-4.0,31.52,-13.0,0.52,16.0,3902.44,-32.0,3961.1,-12.0,0.49,-1.0,0.02,-16.0,31.37,-3.0,0.6,28.0,3902.44,0.0,3988.54,7.0,3968.66,1.0,31.89,-8.0,31.06,-26.0,0.73,31.0,3900.49,48.0,7.26,43.0,3964.7,-2.0,31.93,2.0,31.44,5.0,0.67,13.0,3901.46,32.0,3993.35,-25.0,3980.24,4.0,31.97,-3.0,31.26,11.0,0.6,-15.0,3901.46,16.0,3993.11,12.0,3989.88,4.0
1,31.93,-9.0,31.16,-3.0,0.31,-2.0,3893.66,-32.0,3926.46,0.0,3951.59,-5.0,0.01,7.0,30.96,-6.0,0.13,8.0,3890.73,32.0,3920.91,9.0,3943.41,3.0,0.0,22.0,30.87,7.0,31.92,14.0,3892.68,0.0,3894.94,3.0,3938.48,3.0,31.85,14.0,30.86,12.0,31.84,-1.0,3891.71,0.0,3925.55,15.0,3922.74,0.0,31.89,-8.0,31.07,1.0,31.85,2.0,3890.73,0.0,3959.27,-5.0,3950.49,13.0
0,0.13,15.0,31.03,-30.0,31.8,-12.0,3902.44,0.0,3981.4,-7.0,3993.78,-13.0,0.15,10.0,30.96,-19.0,31.68,6.0,3900.49,32.0,3965.43,-35.0,4.15,16.0,0.01,65480.0,31.08,29.0,31.79,-1.0,3904.39,-48.0,3989.15,-36.0,8.35,-8.0,0.25,-12.0,31.08,-36.0,31.68,9.0,3901.46,0.0,3982.99,-22.0,7.99,8.0,0.24,19.0,30.98,4.0,31.74,6.0,3903.41,0.0,12.87,22.0,4.09,-2.0
1,0.96,-1.0,31.65,10.0,31.92,-3.0,3932.68,0.0,3992.26,13.0,3992.87,13.0,0.95,23.0,31.65,-12.0,31.92,6.0,3933.66,-48.0,3991.65,-2.0,3992.8,-1.0,0.96,-4.0,31.65,-11.0,31.91,11.0,3931.71,32.0,3994.63,0.0,3993.35,0.0,0.98,-12.0,31.65,-3.0,31.9,8.0,3934.63,0.0,3995.37,2.0,3993.23,-5.0,0.98,0.0,31.68,-6.0,31.9,8.0,3933.66,0.0,2.8,1.0,3994.76,-4.0
0,0.59,6.0,31.24,10.0,31.94,-41.0,3904.39,-16.0,3940.55,-34.0,4.82,0.0,0.61,6.0,31.16,-9.0,31.82,0.0,3903.41,16.0,3992.07,0.0,3995.55,-4.0,0.6,-1.0,31.2,-2.0,31.79,16.0,3905.37,0.0,14.63,-22.0,3992.07,2.0,0.6,-7.0,31.12,-5.0,31.85,7.0,3903.41,0.0,52.68,8.0,3995.67,3.0,0.63,12.0,31.2,-6.0,31.92,-5.0,3903.41,32.0,117.87,-7.0,3994.33,-7.0
0,0.1,12.0,31.71,6.0,30.83,9.0,3902.44,-16.0,3935.79,-4.0,8.78,0.0,0.11,0.0,31.77,-11.0,30.88,2.0,3903.41,0.0,3975.24,19.0,9.21,2.0,0.09,15.0,31.85,-9.0,30.87,2.0,3901.46,32.0,3980.79,-2.0,4.94,2.0,0.12,-5.0,31.83,0.0,30.91,-17.0,3901.46,16.0,29.94,-10.0,3987.62,3.0,0.18,18.0,31.79,15.0,30.85,-3.0,3904.39,-64.0,40.91,19.0,10.91,11.0
1,31.87,-1.0,31.22,-22.0,0.34,16.0,3899.51,32.0,3964.51,-3.0,3947.74,-10.0,31.95,30.0,31.12,15.0,0.25,19.0,3901.46,0.0,3967.44,-19.0,3949.15,6.0,0.17,-18.0,30.92,-13.0,0.11,15.0,3900.49,-32.0,3946.95,-12.0,3979.09,7.0,0.08,10.0,31.08,14.0,0.08,-20.0,3900.49,-16.0,3985.06,-19.0,5.43,8.0,31.98,16.0,30.84,10.0,0.17,-19.0,3899.51,0.0,3926.22,21.0,36.52,8.0
1,0.95,16.0,31.6,-3.0,31.79,4.0,3922.93,-32.0,3995.49,6.0,1.89,-4.0,0.95,-8.0,31.63,-3.0,31.8,12.0,3920.98,0.0,3.66,-1.0,3.96,1.0,0.95,-15.0,31.63,-3.0,31.8,-23.0,3923.9,-16.0,0.0,5.0,4.33,-1.0,0.95,-6.0,31.63,4.0,31.79,-7.0,3921.95,32.0,3995.55,2.0,0.55,-3.0,0.95,-2.0,31.61,17.0,31.81,-1.0,3923.9,0.0,3995.06,4.0,3.35,-6.0
1,0.78,-4.0,31.64,-13.0,31.76,-1.0,3909.27,0.0,40.73,-7.0,3902.01,-16.0,0.73,-34.0,31.37,54.0,31.54,51.0,3909.27,0.0,241.04,51.0,3854.51,13.0,0.66,-15.0,31.55,-11.0,31.42,27.0,3911.22,-32.0,125.24,-65.0,3844.21,-4.0,0.71,10.0,31.28,-14.0,30.99,-29.0,3910.24,0.0,3769.15,-79.0,3834.45,10.0,0.77,-2.0,31.9,-9.0,30.79,15.0,3911.22,-16.0,3761.95,-3.0,3972.8,34.0
0,0.59,-17.0,31.36,-11.0,0.45,4.0,3903.41,16.0,4.63,41.0,2.26,9.0,0.6,-4.0,31.44,-8.0,0.5,14.0,3906.34,0.0,5.67,-8.0,3987.32,-1.0,0.61,-8.0,31.42,-3.0,0.44,7.0,3905.37,16.0,3986.04,-9.0,3985.85,0.0,0.64,7.0,31.4,10.0,0.45,-15.0,3904.39,0.0,13.17,3.0,3990.06,3.0,0.61,5.0,31.45,8.0,0.5,-8.0,3906.34,-32.0,50.85,0.0,4.09,-3.0
1,31.68,-15.0,31.73,-18.0,0.3,-12.0,3899.51,-16.0,3893.96,-31.0,3956.16,-16.0,31.32,-14.0,31.71,-9.0,31.98,15.0,3896.59,64.0,3813.11,-40.0,3936.52,28.0,30.06,16.0,31.32,-9.0,31.46,1.0,3899.51,0.0,3439.21,-133.0,3930.24,-43.0,30.85,-30.0,31.39,32.0,31.77,-10.0,3899.51,-16.0,3849.27,154.0,3898.23,23.0,31.18,5.0,31.51,31.0,31.5,-14.0,3898.54,0.0,79.7,-36.0,3945.61,18.0
0,0.69,4.0,31.16,10.0,31.43,-11.0,3906.34,0.0,191.52,10.0,31.59,9.0,0.47,-5.0,31.41,-19.0,31.58,-22.0,3904.39,16.0,67.13,-100.0,60.3,7.0,0.45,0.0,31.07,-6.0,31.69,14.0,3905.37,32.0,3942.56,-31.0,150.91,8.0,0.25,-15.0,31.07,-37.0,31.56,5.0,3903.41,0.0,3902.99,-24.0,219.15,8.0,0.02,-5.0,30.91,4.0,31.6,7.0,3903.41,32.0,3886.71,12.0,210.49,-10.0
1,0.95,-62.0,31.66,37.0,0.07,63.0,3908.29,-32.0,2.44,65477.0,3995.3,-54.0,0.96,-9.0,31.68,-23.0,0.07,26.0,3907.32,0.0,3991.52,-7.0,3995.24,-5.0,0.96,-3.0,31.65,3.0,0.07,1.0,3907.32,-32.0,3992.5,0.0,3994.82,-3.0,0.96,-17.0,31.65,-5.0,0.06,4.0,3907.32,-16.0,2.99,-1.0,3994.7,-3.0,0.97,-17.0,31.65,8.0,0.05,15.0,3906.34,0.0,5.49,2.0,3992.56,4.0
1,31.87,0.0,31.03,-23.0,0.22,-15.0,3896.59,0.0,3946.83,-9.0,3966.16,-18.0,31.78,15.0,30.85,28.0,0.08,10.0,3893.66,32.0,3944.27,-18.0,3929.33,2.0,31.86,-16.0,30.91,-23.0,31.98,-30.0,3895.61,16.0,3877.44,13.0,3937.93,-6.0,31.96,9.0,31.15,12.0,31.82,9.0,3896.59,-16.0,3939.39,-5.0,3934.15,3.0,0.02,-1.0,31.09,-6.0,31.75,1.0,3895.61,-16.0,3947.8,1.0,3932.62,3.0
1,31.96,3.0,31.53,-59.0,0.42,6.0,3903.41,16.0,3907.07,9.0,37.13,2.0,31.81,-17.0,31.68,-1.0,0.33,-3.0,3902.44,0.0,3957.8,-25.0,92.56,12.0,31.25,-12.0,31.7,-35.0,0.13,-36.0,3904.39,0.0,3891.95,-50.0,116.28,13.0,30.28,-1.0,31.37,-15.0,31.94,8.0,3903.41,-32.0,3684.33,-21.0,81.1,-35.0,30.86,30.0,31.53,14.0,31.95,14.0,3903.41,0.0,3893.72,70.0,3966.22,-12.0
1,0.95,16.0,31.6,-3.0,31.79,4.0,3922.93,-32.0,3995.49,6.0,1.89,-4.0,0.95,-8.0,31.63,-3.0,31.8,12.0,3920.98,0.0,3.66,-1.0,3.96,1.0,0.95,-15.0,31.63,-3.0,31.8,-23.0,3923.9,-16.0,0.0,5.0,4.33,-1.0,0.95,-6.0,31.63,4.0,31.79,-7.0,3921.95,32.0,3995.55,2.0,0.55,-3.0,0.95,-2.0,31.61,17.0,31.81,-1.0,3923.9,0.0,3995.06,4.0,3.35,-6.0
0,31.59,0.0,31.35,2.0,31.12,-14.0,3902.44,16.0,14.88,1.0,4.63,0.0,31.68,-21.0,31.46,-57.0,30.98,-1.0,3905.37,-32.0,7.32,-22.0,14.63,8.0,31.74,1.0,31.47,-5.0,31.28,-26.0,3903.41,0.0,20.18,-8.0,3982.74,-6.0,31.57,-88.0,31.35,-168.0,30.83,93.0,3901.46,32.0,31.28,21.0,3983.29,30.0,31.5,23.0,31.34,-23.0,31.18,-24.0,3903.41,0.0,13.05,106.0,3955.43,15.0
0,31.62,5.0,31.18,24.0,31.42,-3.0,3902.44,0.0,3910.43,14.0,10.06,2.0,31.53,13.0,31.33,-3.0,31.4,2.0,3900.49,16.0,3961.46,4.0,8.9,-20.0,31.31,4.0,31.52,-10.0,31.3,-58.0,3900.49,16.0,12.8,-73.0,20.67,11.0,31.54,-7.0,31.52,7.0,31.27,20.0,3903.41,-32.0,42.56,-23.0,3989.88,-7.0,31.53,5.0,31.28,58.0,31.18,10.0,3901.46,0.0,17.13,14.0,3985.43,8.0
1,0.94,-7.0,31.64,-11.0,0.02,-19.0,3922.93,-16.0,7.07,-33.0,3990.37,-26.0,0.96,-19.0,31.61,10.0,31.96,-8.0,3921.95,0.0,1.59,-3.0,3989.63,6.0,1.0,-41.0,31.63,21.0,31.95,-4.0,3920.98,-32.0,3992.44,-4.0,3992.2,-1.0,0.98,-15.0,31.63,4.0,31.95,11.0,3919.02,0.0,3983.05,-5.0,3993.66,3.0,1.0,-13.0,31.62,-3.0,31.91,-3.0,3918.05,32.0,3990.91,1.0,7.44,0.0
0,31.0,63.0,31.68,110.0,31.49,-38.0,3906.34,0.0,30.0,17.0,29.45,11.0,31.1,-12.0,31.7,-5.0,31.44,21.0,3904.39,32.0,35.12,12.0,16.1,-10.0,31.17,-10.0,31.68,-17.0,31.43,-18.0,3906.34,-16.0,24.63,4.0,3991.34,6.0,31.27,10.0,31.8,14.0,31.47,-15.0,3906.34,16.0,33.84,-72.0,9.57,20.0,31.22,-1.0,31.31,-23.0,31.6,-3.0,3905.37,0.0,82.44,92.0,3968.78,-11.0
1,0.07,-2.0,31.49,-3.0,0.44,0.0,3898.54,16.0,3958.84,-13.0,1.71,9.0,31.89,-10.0,31.69,1.0,0.23,-1.0,3901.46,-32.0,3903.72,-40.0,33.17,6.0,31.26,-44.0,31.27,17.0,0.22,-24.0,3899.51,48.0,3918.41,25.0,29.57,4.0,30.44,-70.0,31.78,26.0,31.74,61.0,3900.49,0.0,3665.98,-195.0,41.59,-5.0,30.89,40.0,31.11,59.0,31.92,-9.0,3901.46,0.0,3659.15,227.0,3927.8,5.0
1,0.94,-7.0,31.64,-11.0,0.02,-19.0,3922.93,-16.0,7.07,-33.0,3990.37,-26.0,0.96,-19.0,31.61,10.0,31.96,-8.0,3921.95,0.0,1.59,-3.0,3989.63,6.0,1.0,-41.0,31.63,21.0,31.95,-4.0,3920.98,-32.0,3992.44,-4.0,3992.2,-1.0,0.98,-15.0,31.63,4.0,31.95,11.0,3919.02,0.0,3983.05,-5.0,3993.66,3.0,1.0,-13.0,31.62,-3.0,31.91,-3.0,3918.05,32.0,3990.91,1.0,7.44,0.0
0,31.83,-2.0,31.08,29.0,31.78,0.0,3907.32,-48.0,3968.66,-5.0,3983.11,6.0,31.81,-15.0,31.12,10.0,31.75,14.0,3907.32,-16.0,3971.95,-1.0,3972.68,0.0,31.83,-8.0,31.1,-2.0,31.74,2.0,3904.39,32.0,3968.05,-11.0,3967.5,7.0,31.85,-9.0,31.01,-16.0,31.96,39.0,3906.34,16.0,16.77,40.0,3968.29,-12.0,31.79,-7.0,31.08,-11.0,31.87,-8.0,3906.34,-16.0,45.85,25.0,3868.54,-47.0
0,0.62,-12.0,31.37,-11.0,0.47,1.0,3904.39,16.0,3993.41,-1.0,0.67,3.0,0.6,25.0,31.34,10.0,0.42,13.0,3906.34,-32.0,3993.05,2.0,3991.16,5.0,0.59,4.0,31.39,26.0,0.4,-10.0,3906.34,-16.0,3987.93,10.0,3993.41,3.0,0.6,-13.0,31.21,66.0,0.38,-39.0,3905.37,0.0,3955.43,45.0,8.78,-6.0,0.65,-12.0,31.22,-1.0,0.37,-2.0,3905.37,16.0,3955.67,24.0,3.6,2.0
